"location","time_bin","n_reports","composite_severity","miss_cells","missing_rate","local_uncertainty"
3,"2020-04-10T14:00:00Z",10,5.62,9,0.9,0.263421744779165
3,"2020-04-10T15:00:00Z",11,5.41818181818182,8,0.727272727272727,0.261427018518957
3,"2020-04-10T16:00:00Z",10,5.82,9,0.9,0.192592296295822
3,"2020-04-10T17:00:00Z",7,5.17142857142857,7,1,0.238375777289433
3,"2020-04-10T18:00:00Z",5,4.6,5,1,0.34422205101856
3,"2020-04-10T19:00:00Z",11,5.07272727272727,10,0.909090909090909,0.248965467502439
3,"2020-04-10T20:00:00Z",10,4.98,8,0.8,0.303840896561782
3,"2020-04-10T21:00:00Z",6,5.93333333333333,5,0.833333333333333,0.35069564989123
3,"2020-04-10T22:00:00Z",9,5.37777777777778,7,0.777777777777778,0.341641899606801
3,"2020-04-10T23:00:00Z",6,5.26666666666667,5,0.833333333333333,0.347184440491481
3,"2020-04-11T00:00:00Z",0,NA,0,NA,1
4,"2020-04-06T00:00:00Z",6,6.04166666666667,4,0.666666666666667,0.31948736770768
4,"2020-04-06T01:00:00Z",0,NA,0,NA,1
4,"2020-04-06T02:00:00Z",3,7.41666666666667,3,1,0.514187786785089
4,"2020-04-06T03:00:00Z",1,1.75,1,1,NA
4,"2020-04-06T04:00:00Z",2,5.625,2,1,0.517677669529664
4,"2020-04-06T05:00:00Z",3,5.83333333333333,3,1,0.43741663330664
4,"2020-04-06T06:00:00Z",1,4.75,1,1,NA
4,"2020-04-06T07:00:00Z",2,4.75,2,1,0.535355339059327
4,"2020-04-06T08:00:00Z",2,4.125,2,1,0.588388347648318
4,"2020-04-06T09:00:00Z",1,5.5,1,1,NA
4,"2020-04-06T10:00:00Z",1,8.75,1,1,NA
4,"2020-04-06T11:00:00Z",0,NA,0,NA,1
4,"2020-04-06T12:00:00Z",1,4.75,1,1,NA
4,"2020-04-06T13:00:00Z",0,NA,0,NA,1
4,"2020-04-06T14:00:00Z",11,1.36363636363636,1,0.0909090909090909,0.352959571819649
4,"2020-04-06T15:00:00Z",14,0.810714285714286,0,0,0.142388434716223
4,"2020-04-06T16:00:00Z",29,0.798275862068966,21,0.724137931034483,0.0926463634445688
4,"2020-04-06T17:00:00Z",16,1.959375,10,0.625,0.331691497822647
4,"2020-04-06T18:00:00Z",13,1.03846153846154,10,0.769230769230769,0.211879147648484
4,"2020-04-06T19:00:00Z",3,6.83333333333333,3,1,0.385374983319987
4,"2020-04-06T20:00:00Z",2,2.25,2,1,0.782842712474619
4,"2020-04-06T21:00:00Z",1,6.5,1,1,NA
4,"2020-04-06T22:00:00Z",0,NA,0,NA,1
4,"2020-04-06T23:00:00Z",2,6.5,1,0.5,0.641421356237309
4,"2020-04-07T00:00:00Z",3,4.58333333333333,1,0.333333333333333,0.623088977511895
4,"2020-04-07T01:00:00Z",2,5.625,2,1,0.553033008588991
4,"2020-04-07T02:00:00Z",2,4.625,2,1,0.517677669529664
4,"2020-04-07T03:00:00Z",2,4,2,1,0.535355339059327
4,"2020-04-07T04:00:00Z",4,5,4,1,0.363651514141549
4,"2020-04-07T05:00:00Z",2,5.25,1,0.5,0.5
4,"2020-04-07T06:00:00Z",2,3.875,2,1,0.517677669529664
4,"2020-04-07T07:00:00Z",2,3.125,2,1,0.729809703885628
4,"2020-04-07T08:00:00Z",0,NA,0,NA,1
4,"2020-04-07T09:00:00Z",1,8.75,1,1,NA
4,"2020-04-07T10:00:00Z",3,4.91666666666667,2,0.666666666666667,0.5935415832666
4,"2020-04-07T11:00:00Z",2,7.625,1,0.5,0.729809703885628
4,"2020-04-07T12:00:00Z",2,5,2,1,0.5
4,"2020-04-07T13:00:00Z",1,6.5,1,1,NA
4,"2020-04-07T14:00:00Z",2,4.375,2,1,0.553033008588991
4,"2020-04-07T15:00:00Z",2,5.875,2,1,0.517677669529664
4,"2020-04-07T16:00:00Z",1,8.25,1,1,NA
4,"2020-04-07T17:00:00Z",1,4.5,1,1,NA
4,"2020-04-07T18:00:00Z",2,2.875,2,1,0.553033008588991
4,"2020-04-07T19:00:00Z",6,5.79166666666667,4,0.666666666666667,0.377270955955054
4,"2020-04-07T20:00:00Z",5,6.65,4,0.8,0.352684314846025
4,"2020-04-07T21:00:00Z",1,5.25,1,1,NA
4,"2020-04-07T22:00:00Z",1,7.5,0,0,NA
4,"2020-04-07T23:00:00Z",2,5.375,2,1,0.906586399182265
4,"2020-04-08T00:00:00Z",3,6.33333333333333,3,1,0.484026177666876
4,"2020-04-08T01:00:00Z",2,5.375,1,0.5,0.517677669529664
4,"2020-04-08T02:00:00Z",3,4.16666666666667,3,1,0.486085856498528
4,"2020-04-08T03:00:00Z",5,6.15,4,0.8,0.346415504643463
4,"2020-04-08T04:00:00Z",3,3.83333333333333,2,0.666666666666667,0.522630278193342
4,"2020-04-08T05:00:00Z",1,5,1,1,NA
4,"2020-04-08T06:00:00Z",5,6.55,4,0.8,0.267082039324994
4,"2020-04-08T07:00:00Z",2,4.375,1,0.5,0.800520382004283
4,"2020-04-08T08:00:00Z",92,3.09076086956522,4,0.0434782608695652,0.0790803300047141
4,"2020-04-08T09:00:00Z",576,3.86614583333333,3,0.00520833333333333,0.107406628059662
4,"2020-04-08T10:00:00Z",476,3.89243697478992,1,0.00210084033613445,0.111266843633792
4,"2020-04-08T11:00:00Z",253,3.95869565217391,3,0.0118577075098814,0.109022626970643
4,"2020-04-08T12:00:00Z",152,4.02894736842105,0,0,0.116582749704554
4,"2020-04-08T13:00:00Z",95,3.97631578947368,3,0.0315789473684211,0.124211777034719
4,"2020-04-08T14:00:00Z",37,3.97837837837838,0,0,0.143004398745612
4,"2020-04-08T15:00:00Z",24,3.65625,2,0.0833333333333333,0.158883601375815
4,"2020-04-08T16:00:00Z",21,4.36904761904762,2,0.0952380952380952,0.157340014057511
4,"2020-04-08T17:00:00Z",8,3.875,2,0.25,0.23759916264596
4,"2020-04-08T18:00:00Z",5,4,0,0,0.328695376762338
4,"2020-04-08T19:00:00Z",3,6.5,1,0.333333333333333,0.463237143900999
4,"2020-04-08T20:00:00Z",0,NA,0,NA,1
4,"2020-04-08T21:00:00Z",1,2.25,1,1,NA
4,"2020-04-08T22:00:00Z",2,5.5,1,0.5,0.535355339059327
4,"2020-04-08T23:00:00Z",2,5.05,1,0.5,0.563639610306789
4,"2020-04-09T00:00:00Z",0,NA,0,NA,1
4,"2020-04-09T01:00:00Z",2,4,2,1,0.641421356237309
4,"2020-04-09T02:00:00Z",0,NA,0,NA,1
4,"2020-04-09T03:00:00Z",4,6.125,4,1,0.337797114607106
4,"2020-04-09T04:00:00Z",1,3,1,1,NA
4,"2020-04-09T05:00:00Z",1,6.75,1,1,NA
4,"2020-04-09T06:00:00Z",4,5.0625,3,0.75,0.378086884574495
4,"2020-04-09T07:00:00Z",0,NA,0,NA,1
4,"2020-04-09T08:00:00Z",2,5,1,0.5,0.818198051533946
4,"2020-04-09T09:00:00Z",3,5.58333333333333,3,1,0.362200846792815
4,"2020-04-09T10:00:00Z",1,5.25,0,0,NA
4,"2020-04-09T11:00:00Z",6,6.49166666666667,6,1,0.33564644849475
4,"2020-04-09T12:00:00Z",1,5.25,0,0,NA
4,"2020-04-09T13:00:00Z",3,4.31666666666667,3,1,0.521105358228772
4,"2020-04-09T14:00:00Z",5,4.73,5,1,0.281132607501547
4,"2020-04-09T15:00:00Z",404,5.49381188118812,4,0.0099009900990099,0.0438698353750924
4,"2020-04-09T16:00:00Z",261,5.49080459770115,0,0,0.0447337078718912
4,"2020-04-09T17:00:00Z",129,5.5077519379845,1,0.00775193798449612,0.0489566935334004
4,"2020-04-09T18:00:00Z",64,5.52734375,2,0.03125,0.0615107249259955
4,"2020-04-09T19:00:00Z",30,5.6,1,0.0333333333333333,0.0904176629663874
4,"2020-04-09T20:00:00Z",13,5.67307692307692,1,0.0769230769230769,0.116955115374349
4,"2020-04-09T21:00:00Z",4,5.5,0,0,0.270412414523193
4,"2020-04-09T22:00:00Z",4,5.125,1,0.25,0.335391256382997
4,"2020-04-09T23:00:00Z",5,5.95,4,0.8,0.349373692462897
4,"2020-04-10T00:00:00Z",5,5.13,3,0.6,0.358611159758701
4,"2020-04-10T01:00:00Z",1,7.5,1,1,NA
4,"2020-04-10T02:00:00Z",0,NA,0,NA,1
4,"2020-04-10T03:00:00Z",3,6.41666666666667,2,0.666666666666667,0.522630278193342
4,"2020-04-10T04:00:00Z",4,6.875,4,1,0.32772815877574
4,"2020-04-10T05:00:00Z",0,NA,0,NA,1
4,"2020-04-10T06:00:00Z",0,NA,0,NA,1
4,"2020-04-10T07:00:00Z",0,NA,0,NA,1
4,"2020-04-10T08:00:00Z",0,NA,0,NA,1
4,"2020-04-10T09:00:00Z",0,NA,0,NA,1
4,"2020-04-10T10:00:00Z",0,NA,0,NA,1
4,"2020-04-10T11:00:00Z",0,NA,0,NA,1
4,"2020-04-10T12:00:00Z",0,NA,0,NA,1
4,"2020-04-10T13:00:00Z",0,NA,0,NA,1
4,"2020-04-10T14:00:00Z",0,NA,0,NA,1
4,"2020-04-10T15:00:00Z",14,5.57142857142857,10,0.714285714285714,0.231785316576026
4,"2020-04-10T16:00:00Z",2,6.25,2,1,0.5
4,"2020-04-10T17:00:00Z",0,NA,0,NA,1
4,"2020-04-10T18:00:00Z",1,5.25,0,0,NA
4,"2020-04-10T19:00:00Z",0,NA,0,NA,1
4,"2020-04-10T20:00:00Z",2,4,2,1,0.5
4,"2020-04-10T21:00:00Z",1,6.75,1,1,NA
4,"2020-04-10T22:00:00Z",1,3.25,1,1,NA
4,"2020-04-10T23:00:00Z",2,4,1,0.5,0.606066017177982
4,"2020-04-11T00:00:00Z",0,NA,0,NA,1
5,"2020-04-06T00:00:00Z",5,4.48,5,1,0.254037024344425
5,"2020-04-06T01:00:00Z",2,5,2,1,0.528284271247462
5,"2020-04-06T02:00:00Z",1,7.4,1,1,NA
5,"2020-04-06T03:00:00Z",5,4.56,4,0.8,0.382975408183723
5,"2020-04-06T04:00:00Z",5,6.04,5,1,0.296332756630338
5,"2020-04-06T05:00:00Z",6,6.26666666666667,2,0.333333333333333,0.317221197208483
5,"2020-04-06T06:00:00Z",4,5.15,3,0.75,0.4
5,"2020-04-06T07:00:00Z",1,4,0,0,NA
5,"2020-04-06T08:00:00Z",4,5.55,4,1,0.406098259652908
5,"2020-04-06T09:00:00Z",4,6.25,3,0.75,0.341469484893415
5,"2020-04-06T10:00:00Z",1,6.8,1,1,NA
5,"2020-04-06T11:00:00Z",3,4.66666666666667,3,1,0.639492333418801
5,"2020-04-06T12:00:00Z",5,4.92,5,1,0.414289523775662
5,"2020-04-06T13:00:00Z",2,7.5,2,1,0.627279220613579
5,"2020-04-06T14:00:00Z",7,3.48571428571429,3,0.428571428571429,0.418261607322807
5,"2020-04-06T15:00:00Z",9,1.66666666666667,3,0.333333333333333,0.278443116417926
5,"2020-04-06T16:00:00Z",50,1.016,3,0.06,0.114401660310546
5,"2020-04-06T17:00:00Z",28,1.13571428571429,5,0.178571428571429,0.156459327348984
5,"2020-04-06T18:00:00Z",10,1.68,2,0.2,0.321349397007436
5,"2020-04-06T19:00:00Z",11,2.76363636363636,4,0.363636363636364,0.410260706758228
5,"2020-04-06T20:00:00Z",9,4.13333333333333,5,0.555555555555556,0.370726210826055
5,"2020-04-06T21:00:00Z",7,5.05714285714286,5,0.714285714285714,0.400465187688636
5,"2020-04-06T22:00:00Z",8,3.525,5,0.625,0.394589635239509
5,"2020-04-06T23:00:00Z",6,5.63333333333333,6,1,0.304893533326758
5,"2020-04-07T00:00:00Z",7,6.34285714285714,5,0.714285714285714,0.244650584501999
5,"2020-04-07T01:00:00Z",4,6.25,3,0.75,0.32895146188218
5,"2020-04-07T02:00:00Z",2,5.1,2,1,0.514142135623731
5,"2020-04-07T03:00:00Z",3,3.6,1,0.333333333333333,0.623850114260012
5,"2020-04-07T04:00:00Z",1,6,1,1,NA
5,"2020-04-07T05:00:00Z",8,5.875,5,0.625,0.279526927842921
5,"2020-04-07T06:00:00Z",2,3.4,2,1,0.556568542494924
5,"2020-04-07T07:00:00Z",4,4.8,3,0.75,0.396969384566991
5,"2020-04-07T08:00:00Z",7,4.74285714285714,6,0.857142857142857,0.310870747748447
5,"2020-04-07T09:00:00Z",3,5,2,0.666666666666667,0.530310489369255
5,"2020-04-07T10:00:00Z",3,5.06666666666667,3,1,0.414162371019881
5,"2020-04-07T11:00:00Z",1,8,1,1,NA
5,"2020-04-07T12:00:00Z",3,3.86666666666667,3,1,0.427849645858385
5,"2020-04-07T13:00:00Z",3,5.8,2,0.666666666666667,0.575820446392976
5,"2020-04-07T14:00:00Z",2,5.6,2,1,0.613137084989848
5,"2020-04-07T15:00:00Z",6,3.86666666666667,4,0.666666666666667,0.203904640116717
5,"2020-04-07T16:00:00Z",2,4.9,2,1,0.570710678118655
5,"2020-04-07T17:00:00Z",7,5.28571428571429,6,0.857142857142857,0.320567447513211
5,"2020-04-07T18:00:00Z",4,5.75,4,1,0.48057898140695
5,"2020-04-07T19:00:00Z",5,5.04,5,1,0.260663003552412
5,"2020-04-07T20:00:00Z",4,5.1,3,0.75,0.332462112512353
5,"2020-04-07T21:00:00Z",3,4.66666666666667,3,1,0.433997792470277
5,"2020-04-07T22:00:00Z",5,5.6,5,1,0.384932420089069
5,"2020-04-07T23:00:00Z",7,5.82857142857143,4,0.571428571428571,0.27573732519124
5,"2020-04-08T00:00:00Z",6,5.83333333333333,3,0.5,0.205482471008026
5,"2020-04-08T01:00:00Z",1,5.4,0,0,NA
5,"2020-04-08T02:00:00Z",4,4.6,4,1,0.426635217326557
5,"2020-04-08T03:00:00Z",2,5.7,2,1,0.570710678118655
5,"2020-04-08T04:00:00Z",6,5.93333333333333,5,0.833333333333333,0.289738461431619
5,"2020-04-08T05:00:00Z",5,5.4,4,0.8,0.440416305603426
5,"2020-04-08T06:00:00Z",4,5.4,3,0.75,0.308878405775519
5,"2020-04-08T07:00:00Z",1,5.6,1,1,NA
5,"2020-04-08T08:00:00Z",116,3.68103448275862,4,0.0344827586206897,0.0533792456621761
5,"2020-04-08T09:00:00Z",327,3.62874617737003,2,0.00611620795107034,0.0512428793161276
5,"2020-04-08T10:00:00Z",208,3.58846153846154,2,0.00961538461538462,0.0361791674680138
5,"2020-04-08T11:00:00Z",157,3.61656050955414,2,0.0127388535031847,0.0471918554434901
5,"2020-04-08T12:00:00Z",64,3.63125,2,0.03125,0.0654142383348877
5,"2020-04-08T13:00:00Z",38,3.84736842105263,4,0.105263157894737,0.106374445068842
5,"2020-04-08T14:00:00Z",13,4.36923076923077,4,0.307692307692308,0.207778252300579
5,"2020-04-08T15:00:00Z",13,4.12307692307692,5,0.384615384615385,0.185409162525014
5,"2020-04-08T16:00:00Z",6,4,2,0.333333333333333,0.263826329078596
5,"2020-04-08T17:00:00Z",7,4.57142857142857,6,0.857142857142857,0.330270614955094
5,"2020-04-08T18:00:00Z",4,5.15,4,1,0.345742710775634
5,"2020-04-08T19:00:00Z",5,4.24,2,0.4,0.297365291557105
5,"2020-04-08T20:00:00Z",5,4.96,4,0.8,0.389420167880825
5,"2020-04-08T21:00:00Z",0,NA,0,NA,1
5,"2020-04-08T22:00:00Z",4,5.55,4,1,0.361205515450749
5,"2020-04-08T23:00:00Z",1,4.4,1,1,NA
5,"2020-04-09T00:00:00Z",5,5.56,5,1,0.347918896696805
5,"2020-04-09T01:00:00Z",7,5.71428571428571,5,0.714285714285714,0.341471389696636
5,"2020-04-09T02:00:00Z",2,4.4,2,1,0.669705627484771
5,"2020-04-09T03:00:00Z",7,5.25714285714286,7,1,0.328586080008137
5,"2020-04-09T04:00:00Z",1,5.6,1,1,NA
5,"2020-04-09T05:00:00Z",3,6.33333333333333,1,0.333333333333333,0.505766895418367
5,"2020-04-09T06:00:00Z",4,5.45,4,1,0.356301458127346
5,"2020-04-09T07:00:00Z",0,NA,0,NA,1
5,"2020-04-09T08:00:00Z",2,6.1,2,1,0.598994949366117
5,"2020-04-09T09:00:00Z",0,NA,0,NA,1
5,"2020-04-09T10:00:00Z",5,5.72,5,1,0.326964561984831
5,"2020-04-09T11:00:00Z",3,5.93333333333333,2,0.666666666666667,0.494991408706429
5,"2020-04-09T12:00:00Z",1,5.2,1,1,NA
5,"2020-04-09T13:00:00Z",6,5.03333333333333,6,1,0.27129298585389
5,"2020-04-09T14:00:00Z",5,4.24,4,0.8,0.386225669551757
5,"2020-04-09T15:00:00Z",133,2.98646616541353,1,0.0075187969924812,0.0469231106097402
5,"2020-04-09T16:00:00Z",64,2.984375,1,0.015625,0.050413191300616
5,"2020-04-09T17:00:00Z",40,3.54,5,0.125,0.142687112337148
5,"2020-04-09T18:00:00Z",11,3.45454545454545,3,0.272727272727273,0.183468654041556
5,"2020-04-09T19:00:00Z",11,5.30909090909091,8,0.727272727272727,0.274727182807279
5,"2020-04-09T20:00:00Z",6,4.06666666666667,2,0.333333333333333,0.296692305164106
5,"2020-04-09T21:00:00Z",5,5.08,4,0.8,0.34532721699668
5,"2020-04-09T22:00:00Z",8,5.275,6,0.75,0.304821339906348
5,"2020-04-09T23:00:00Z",2,4.7,2,1,0.768700576850888
5,"2020-04-10T00:00:00Z",8,4.2,6,0.75,0.246889880044009
5,"2020-04-10T01:00:00Z",3,4.8,2,0.666666666666667,0.453333333333333
5,"2020-04-10T02:00:00Z",4,5.3,2,0.5,0.427012240631357
5,"2020-04-10T03:00:00Z",6,4.56666666666667,4,0.666666666666667,0.321284475041597
5,"2020-04-10T04:00:00Z",3,6.4,3,1,0.492078411997209
5,"2020-04-10T05:00:00Z",3,5.6,2,0.666666666666667,0.516636361131567
5,"2020-04-10T06:00:00Z",1,5.6,1,1,NA
5,"2020-04-10T07:00:00Z",5,4.84,3,0.6,0.317813411800185
5,"2020-04-10T08:00:00Z",4,4.05,2,0.5,0.4
5,"2020-04-10T09:00:00Z",1,7.8,0,0,NA
5,"2020-04-10T10:00:00Z",5,6.12,3,0.6,0.408614476966485
5,"2020-04-10T11:00:00Z",4,6.1,3,0.75,0.427763888346312
5,"2020-04-10T12:00:00Z",6,5.66666666666667,5,0.833333333333333,0.245322033086681
5,"2020-04-10T13:00:00Z",5,4.8,5,1,0.314891252930761
5,"2020-04-10T14:00:00Z",1,6.4,1,1,NA
5,"2020-04-10T15:00:00Z",2,4.8,1,0.5,0.556568542494924
5,"2020-04-10T16:00:00Z",3,4.8,2,0.666666666666667,0.439163385775917
5,"2020-04-10T17:00:00Z",1,7.2,1,1,NA
5,"2020-04-10T18:00:00Z",5,4.28,5,1,0.39110206696946
5,"2020-04-10T19:00:00Z",4,4.65,4,1,0.357548438699344
5,"2020-04-10T20:00:00Z",5,6,4,0.8,0.269282032302755
5,"2020-04-10T21:00:00Z",3,5.13333333333333,2,0.666666666666667,0.503431344295641
5,"2020-04-10T22:00:00Z",4,6,2,0.5,0.359544511501033
5,"2020-04-10T23:00:00Z",7,5.77142857142857,6,0.857142857142857,0.286350962203051
5,"2020-04-11T00:00:00Z",0,NA,0,NA,1
6,"2020-04-06T00:00:00Z",11,5.25454545454545,8,0.727272727272727,0.172439899363765
6,"2020-04-06T01:00:00Z",10,5.16,8,0.8,0.235908465928768
6,"2020-04-06T02:00:00Z",12,5.68333333333333,10,0.833333333333333,0.245692829700519
6,"2020-04-06T03:00:00Z",14,5.77142857142857,12,0.857142857142857,0.226716322762299
6,"2020-04-06T04:00:00Z",12,6.25,11,0.916666666666667,0.194238698397427
6,"2020-04-06T05:00:00Z",14,5.5,11,0.785714285714286,0.178343346977928
6,"2020-04-06T06:00:00Z",12,5.3,8,0.666666666666667,0.204389293345823
6,"2020-04-06T07:00:00Z",16,5.85,14,0.875,0.207918935034839
6,"2020-04-06T08:00:00Z",8,5.425,6,0.75,0.307189069767802
6,"2020-04-06T09:00:00Z",9,4.73333333333333,8,0.888888888888889,0.299790733752243
6,"2020-04-06T10:00:00Z",11,5.38181818181818,11,1,0.216910533902271
6,"2020-04-06T11:00:00Z",9,5,8,0.888888888888889,0.284316191867999
6,"2020-04-06T12:00:00Z",14,5.6,11,0.785714285714286,0.189880119458849
6,"2020-04-06T13:00:00Z",10,5.76,9,0.9,0.253420265212187
6,"2020-04-06T14:00:00Z",19,3.10526315789474,8,0.421052631578947,0.348406900662471
6,"2020-04-06T15:00:00Z",24,3.04166666666667,10,0.416666666666667,0.314683892857802
6,"2020-04-06T16:00:00Z",109,0.880733944954128,11,0.100917431192661,0.169893050976815
6,"2020-04-06T17:00:00Z",55,1.79636363636364,14,0.254545454545455,0.270180963068401
6,"2020-04-06T18:00:00Z",30,1.52,3,0.1,0.280836729339293
6,"2020-04-06T19:00:00Z",21,3.1047619047619,11,0.523809523809524,0.309963786283199
6,"2020-04-06T20:00:00Z",8,3.175,5,0.625,0.38673869193748
6,"2020-04-06T21:00:00Z",12,4.43333333333333,10,0.833333333333333,0.282208960677448
6,"2020-04-06T22:00:00Z",14,5.67142857142857,9,0.642857142857143,0.265432083348749
6,"2020-04-06T23:00:00Z",7,5.57142857142857,7,1,0.218071123320504
6,"2020-04-07T00:00:00Z",7,4.71428571428571,5,0.714285714285714,0.392618934132254
6,"2020-04-07T01:00:00Z",7,5.4,3,0.428571428571429,0.366463940607122
6,"2020-04-07T02:00:00Z",11,5.6,10,0.909090909090909,0.18806875332102
6,"2020-04-07T03:00:00Z",11,5.92727272727273,9,0.818181818181818,0.170040741857483
6,"2020-04-07T04:00:00Z",15,5.30666666666667,14,0.933333333333333,0.245211045570331
6,"2020-04-07T05:00:00Z",7,5.68571428571429,7,1,0.211030591116851
6,"2020-04-07T06:00:00Z",6,5.46666666666667,6,1,0.310703698941935
6,"2020-04-07T07:00:00Z",8,5.975,7,0.875,0.223234413521943
6,"2020-04-07T08:00:00Z",12,5.7,9,0.75,0.204389293345823
6,"2020-04-07T09:00:00Z",15,5.78666666666667,11,0.733333333333333,0.185341893752228
6,"2020-04-07T10:00:00Z",10,6.04,10,1,0.270958084531462
6,"2020-04-07T11:00:00Z",12,4.9,8,0.666666666666667,0.232146822457991
6,"2020-04-07T12:00:00Z",11,5.85454545454545,9,0.818181818181818,0.218687307860466
6,"2020-04-07T13:00:00Z",15,5.72,10,0.666666666666667,0.212621649941843
6,"2020-04-07T14:00:00Z",8,5.775,5,0.625,0.219074438611134
6,"2020-04-07T15:00:00Z",9,5.08888888888889,7,0.777777777777778,0.277877747795764
6,"2020-04-07T16:00:00Z",7,5.74285714285714,6,0.857142857142857,0.315180206012479
6,"2020-04-07T17:00:00Z",11,5.47272727272727,10,0.909090909090909,0.246414133212607
6,"2020-04-07T18:00:00Z",8,5.675,8,1,0.311375197614152
6,"2020-04-07T19:00:00Z",7,5.68571428571429,6,0.857142857142857,0.290666543937112
6,"2020-04-07T20:00:00Z",12,5.01666666666667,10,0.833333333333333,0.198842745254719
6,"2020-04-07T21:00:00Z",6,5.6,6,1,0.273997929586657
6,"2020-04-07T22:00:00Z",6,5.16666666666667,6,1,0.32836597608593
6,"2020-04-07T23:00:00Z",14,5.47142857142857,9,0.642857142857143,0.20878989010356
6,"2020-04-08T00:00:00Z",9,5.95555555555556,6,0.666666666666667,0.305989990874357
6,"2020-04-08T01:00:00Z",6,6.03333333333333,6,1,0.225204403782707
6,"2020-04-08T02:00:00Z",12,4.83333333333333,11,0.916666666666667,0.250411612936493
6,"2020-04-08T03:00:00Z",14,5.37142857142857,11,0.785714285714286,0.193174117638599
6,"2020-04-08T04:00:00Z",13,5.41538461538462,13,1,0.273300526148039
6,"2020-04-08T05:00:00Z",9,5.88888888888889,8,0.888888888888889,0.233222171671206
6,"2020-04-08T06:00:00Z",7,6.22857142857143,5,0.714285714285714,0.350519873080478
6,"2020-04-08T07:00:00Z",8,5.45,8,1,0.20832380897953
6,"2020-04-08T08:00:00Z",171,2.04210526315789,4,0.0233918128654971,0.0707536957817025
6,"2020-04-08T09:00:00Z",333,2.0996996996997,9,0.027027027027027,0.0877510295944445
6,"2020-04-08T10:00:00Z",238,2.0781512605042,7,0.0294117647058824,0.0677488612424788
6,"2020-04-08T11:00:00Z",172,2.32209302325581,14,0.0813953488372093,0.117419997915754
6,"2020-04-08T12:00:00Z",99,2.36161616161616,8,0.0808080808080808,0.122937419324013
6,"2020-04-08T13:00:00Z",53,2.47169811320755,8,0.150943396226415,0.166312534186544
6,"2020-04-08T14:00:00Z",28,2.97857142857143,6,0.214285714285714,0.229111921435733
6,"2020-04-08T15:00:00Z",25,3.744,13,0.52,0.269312014512977
6,"2020-04-08T16:00:00Z",19,4.43157894736842,10,0.526315789473684,0.237655680427838
6,"2020-04-08T17:00:00Z",16,4.725,14,0.875,0.166519228991567
6,"2020-04-08T18:00:00Z",16,5.2375,12,0.75,0.207683791565496
6,"2020-04-08T19:00:00Z",17,5.4,15,0.882352941176471,0.184123170273181
6,"2020-04-08T20:00:00Z",9,6,7,0.777777777777778,0.230274863989241
6,"2020-04-08T21:00:00Z",17,6,12,0.705882352941177,0.203391852359774
6,"2020-04-08T22:00:00Z",11,5.03636363636364,6,0.545454545454545,0.248343059751443
6,"2020-04-08T23:00:00Z",18,6.01111111111111,16,0.888888888888889,0.189363534254132
6,"2020-04-09T00:00:00Z",12,6.06666666666667,10,0.833333333333333,0.223290036595016
6,"2020-04-09T01:00:00Z",11,4.43636363636364,9,0.818181818181818,0.257238446542589
6,"2020-04-09T02:00:00Z",13,5.06153846153846,11,0.846153846153846,0.228884610517298
6,"2020-04-09T03:00:00Z",12,5.5,9,0.75,0.267131641763575
6,"2020-04-09T04:00:00Z",3,5.93333333333333,3,1,0.363883837966372
6,"2020-04-09T05:00:00Z",11,5.63636363636364,10,0.909090909090909,0.230857133215707
6,"2020-04-09T06:00:00Z",13,5.35384615384615,10,0.769230769230769,0.22861439641848
6,"2020-04-09T07:00:00Z",10,5.76,10,1,0.212269516986778
6,"2020-04-09T08:00:00Z",11,5.90909090909091,9,0.818181818181818,0.24462665955071
6,"2020-04-09T09:00:00Z",10,5.16,7,0.7,0.261327823597378
6,"2020-04-09T10:00:00Z",6,4.8,4,0.666666666666667,0.295662790639443
6,"2020-04-09T11:00:00Z",8,5.725,7,0.875,0.284620084665343
6,"2020-04-09T12:00:00Z",5,5.72,3,0.6,0.385795586599897
6,"2020-04-09T13:00:00Z",11,5.43636363636364,10,0.909090909090909,0.230571020386864
6,"2020-04-09T14:00:00Z",13,5.06153846153846,10,0.769230769230769,0.209935511275312
6,"2020-04-09T15:00:00Z",310,1.79741935483871,8,0.0258064516129032,0.072151434839528
6,"2020-04-09T16:00:00Z",197,1.9258883248731,9,0.0456852791878173,0.116210820848508
6,"2020-04-09T17:00:00Z",103,1.94368932038835,8,0.0776699029126214,0.120123907173164
6,"2020-04-09T18:00:00Z",50,2.472,10,0.2,0.195975879608774
6,"2020-04-09T19:00:00Z",21,3.4952380952381,7,0.333333333333333,0.271281207817777
6,"2020-04-09T20:00:00Z",18,4.52222222222222,10,0.555555555555556,0.256276478453217
6,"2020-04-09T21:00:00Z",11,4.47272727272727,8,0.727272727272727,0.321086887800577
6,"2020-04-09T22:00:00Z",7,5.17142857142857,5,0.714285714285714,0.361772216627337
6,"2020-04-09T23:00:00Z",13,4.87692307692308,10,0.769230769230769,0.214893716683489
6,"2020-04-10T00:00:00Z",15,5.09333333333333,14,0.933333333333333,0.224122631788287
6,"2020-04-10T01:00:00Z",5,4.96,5,1,0.321161049846888
6,"2020-04-10T02:00:00Z",9,5.37777777777778,9,1,0.219943295893208
6,"2020-04-10T03:00:00Z",21,5.87619047619048,15,0.714285714285714,0.13980932703639
6,"2020-04-10T04:00:00Z",5,4.4,4,0.8,0.411187120819429
6,"2020-04-10T05:00:00Z",10,4.54,7,0.7,0.261121072488983
