"location","bin_start_rel","bin_timestamp","attribute","n_reports","mean_norm","sd_norm","se_norm","total_reports"
13,24,2020-04-07,"roads_and_bridges",13,0.661538461538462,0.193814608747903,0.0537545007518888,13
13,24,2020-04-07,"power",13,0.623076923076923,0.356262651597213,0.0988094813743472,13
13,24,2020-04-07,"sewer_and_water",13,0.276923076923077,0.248843478763412,0.0690167632497168,13
13,24,2020-04-07,"shake_intensity",1,0.1,NA,NA,13
14,24,2020-04-07,"buildings",27,0.596296296296296,0.362132021698718,0.0696923400699795,27
14,24,2020-04-07,"medical",1,0.5,NA,NA,27
14,24,2020-04-07,"roads_and_bridges",27,0.537037037037037,0.373289069415017,0.0718395149041016,27
14,24,2020-04-07,"power",27,0.614814814814815,0.357021550420122,0.0687088294138516,27
14,24,2020-04-07,"sewer_and_water",27,0.674074074074074,0.321765075066831,0.0619237175685517,27
14,24,2020-04-07,"shake_intensity",5,0.02,0.0447213595499958,0.02,27
15,24,2020-04-07,"buildings",64,0.553125,0.34317321740319,0.0428966521753988,64
15,24,2020-04-07,"medical",1,0.7,NA,NA,64
15,24,2020-04-07,"roads_and_bridges",64,0.5421875,0.321111505876618,0.0401389382345772,64
15,24,2020-04-07,"power",64,0.5515625,0.322683287401523,0.0403354109251904,64
15,24,2020-04-07,"sewer_and_water",64,0.53125,0.298607881119482,0.0373259851399352,64
15,24,2020-04-07,"shake_intensity",10,0.06,0.0516397779494322,0.0163299316185545,64
16,24,2020-04-07,"buildings",22,0.581818181818182,0.285584386055053,0.0608867956869145,22
16,24,2020-04-07,"medical",22,0.495454545454545,0.288637641882843,0.0615377520166163,22
16,24,2020-04-07,"roads_and_bridges",22,0.531818181818182,0.299819570561654,0.0639217472211762,22
16,24,2020-04-07,"power",22,0.581818181818182,0.327525155175488,0.0698285977078964,22
16,24,2020-04-07,"sewer_and_water",22,0.577272727272727,0.351773490679142,0.0749983602077068,22
16,24,2020-04-07,"shake_intensity",2,0.1,0,0,22
17,24,2020-04-07,"buildings",12,0.383333333333333,0.39962103260085,0.115360655372969,12
17,24,2020-04-07,"medical",1,0.2,NA,NA,12
17,24,2020-04-07,"roads_and_bridges",12,0.583333333333333,0.38573031873043,0.111350751676807,12
17,24,2020-04-07,"power",12,0.558333333333333,0.355370058935582,0.102586499594196,12
17,24,2020-04-07,"sewer_and_water",12,0.583333333333333,0.38573031873043,0.111350751676807,12
17,24,2020-04-07,"shake_intensity",4,0.075,0.05,0.025,12
18,24,2020-04-07,"buildings",25,0.58,0.360555127546399,0.0721110255092798,25
18,24,2020-04-07,"medical",0,NA,NA,NA,25
18,24,2020-04-07,"roads_and_bridges",25,0.54,0.317542648054294,0.0635085296108588,25
18,24,2020-04-07,"power",25,0.44,0.3,0.06,25
18,24,2020-04-07,"sewer_and_water",25,0.524,0.317909840468436,0.0635819680936873,25
18,24,2020-04-07,"shake_intensity",5,0.04,0.0547722557505166,0.0244948974278318,25
19,24,2020-04-07,"buildings",29,0.46551724137931,0.311993431786364,0.0579357258245878,29
19,24,2020-04-07,"medical",0,NA,NA,NA,29
19,24,2020-04-07,"roads_and_bridges",29,0.5,0.318478525851542,0.0591399775601311,29
19,24,2020-04-07,"power",29,0.544827586206897,0.338680429752794,0.0628913769368943,29
19,24,2020-04-07,"sewer_and_water",29,0.517241379310345,0.357640048010408,0.0664120896609497,29
19,24,2020-04-07,"shake_intensity",3,0.0666666666666667,0.0577350269189626,0.0333333333333333,29
1,30,2020-04-07 06:00:00,"buildings",24,0.6125,0.349300543322248,0.0713006748347031,24
1,30,2020-04-07 06:00:00,"medical",24,0.683333333333333,0.288424003503698,0.0588743031795641,24
1,30,2020-04-07 06:00:00,"roads_and_bridges",24,0.425,0.363856158870269,0.0742718274167674,24
1,30,2020-04-07 06:00:00,"power",24,0.495833333333333,0.351987112741691,0.0718490685210532,24
1,30,2020-04-07 06:00:00,"sewer_and_water",24,0.433333333333333,0.291423293907478,0.0594865307695378,24
1,30,2020-04-07 06:00:00,"shake_intensity",5,0.1,0,0,24
2,30,2020-04-07 06:00:00,"buildings",68,0.529411764705882,0.348582983772794,0.0422718959231822,68
2,30,2020-04-07 06:00:00,"medical",2,0.8,0.14142135623731,0.1,68
2,30,2020-04-07 06:00:00,"roads_and_bridges",68,0.5,0.351966755553597,0.0426822385251009,68
2,30,2020-04-07 06:00:00,"power",68,0.527941176470588,0.34069533298973,0.0413153777668129,68
2,30,2020-04-07 06:00:00,"sewer_and_water",68,0.538235294117647,0.354514345862477,0.0429911792290513,68
2,30,2020-04-07 06:00:00,"shake_intensity",7,0.0571428571428571,0.0534522483824849,0.0202030508910442,68
3,30,2020-04-07 06:00:00,"buildings",52,0.515384615384615,0.344357665968995,0.0477538162211658,52
3,30,2020-04-07 06:00:00,"medical",52,0.573076923076923,0.315678779784187,0.0437767702726073,52
3,30,2020-04-07 06:00:00,"roads_and_bridges",52,0.646153846153846,0.327474913549916,0.0454125997012446,52
3,30,2020-04-07 06:00:00,"power",52,0.55,0.332842776285576,0.0461569883294398,52
3,30,2020-04-07 06:00:00,"sewer_and_water",52,0.563461538461538,0.35204102153676,0.0488193059314427,52
3,30,2020-04-07 06:00:00,"shake_intensity",9,0.0777777777777778,0.0440958551844098,0.0146986183948033,52
4,30,2020-04-07 06:00:00,"buildings",10,0.46,0.316929715306792,0.100221975855819,10
4,30,2020-04-07 06:00:00,"medical",0,NA,NA,NA,10
4,30,2020-04-07 06:00:00,"roads_and_bridges",10,0.58,0.410419839243237,0.129786148892879,10
4,30,2020-04-07 06:00:00,"power",10,0.44,0.411501316320292,0.130128141972954,10
4,30,2020-04-07 06:00:00,"sewer_and_water",10,0.63,0.377270901784558,0.119303534454489,10
4,30,2020-04-07 06:00:00,"shake_intensity",2,0.05,0.0707106781186548,0.05,10
5,30,2020-04-07 06:00:00,"buildings",20,0.555,0.313679353547704,0.0701408357670855,20
5,30,2020-04-07 06:00:00,"medical",20,0.56,0.277962511671515,0.0621543071294085,20
5,30,2020-04-07 06:00:00,"roads_and_bridges",20,0.405,0.354631016543586,0.079297905992131,20
5,30,2020-04-07 06:00:00,"power",20,0.45,0.381823877834022,0.0853784146269449,20
5,30,2020-04-07 06:00:00,"sewer_and_water",20,0.465,0.363136917777071,0.0811998833289284,20
5,30,2020-04-07 06:00:00,"shake_intensity",3,0.0666666666666667,0.0577350269189626,0.0333333333333333,20
6,30,2020-04-07 06:00:00,"buildings",63,0.596825396825397,0.327733297336886,0.0412905143385042,63
6,30,2020-04-07 06:00:00,"medical",63,0.523809523809524,0.34205936370012,0.0430954290462625,63
6,30,2020-04-07 06:00:00,"roads_and_bridges",63,0.565079365079365,0.319353545695014,0.0402347648674147,63
6,30,2020-04-07 06:00:00,"power",63,0.615873015873016,0.325876658443309,0.0410565998248444,63
6,30,2020-04-07 06:00:00,"sewer_and_water",63,0.515873015873016,0.306492303332479,0.0386144006368148,63
6,30,2020-04-07 06:00:00,"shake_intensity",12,0.0666666666666667,0.0492365963917331,0.014213381090374,63
7,30,2020-04-07 06:00:00,"buildings",0,NA,NA,NA,1
7,30,2020-04-07 06:00:00,"medical",0,NA,NA,NA,1
7,30,2020-04-07 06:00:00,"roads_and_bridges",1,0.8,NA,NA,1
7,30,2020-04-07 06:00:00,"power",1,0,NA,NA,1
7,30,2020-04-07 06:00:00,"sewer_and_water",0,NA,NA,NA,1
7,30,2020-04-07 06:00:00,"shake_intensity",0,NA,NA,NA,1
8,30,2020-04-07 06:00:00,"buildings",57,0.507017543859649,0.329425717359992,0.0436335021892673,57
8,30,2020-04-07 06:00:00,"medical",1,0.3,NA,NA,57
8,30,2020-04-07 06:00:00,"roads_and_bridges",57,0.566666666666667,0.309569593683445,0.0410034943597202,57
8,30,2020-04-07 06:00:00,"power",57,0.507017543859649,0.327250258715824,0.0433453556527016,57
8,30,2020-04-07 06:00:00,"sewer_and_water",57,0.592982456140351,0.341142852944757,0.0451854747106813,57
8,30,2020-04-07 06:00:00,"shake_intensity",9,0.0444444444444444,0.052704627669473,0.0175682092231577,57
9,30,2020-04-07 06:00:00,"buildings",51,0.533333333333333,0.310912635102961,0.0435364770807343,51
9,30,2020-04-07 06:00:00,"medical",51,0.46078431372549,0.335903814430589,0.0470359421496194,51
9,30,2020-04-07 06:00:00,"roads_and_bridges",51,0.494117647058824,0.335506640593525,0.0469803266882257,51
9,30,2020-04-07 06:00:00,"power",51,0.547058823529412,0.28729980242003,0.040230019147395,51
9,30,2020-04-07 06:00:00,"sewer_and_water",51,0.552941176470588,0.336661813205163,0.0471420832083948,51
9,30,2020-04-07 06:00:00,"shake_intensity",9,0.0555555555555556,0.052704627669473,0.0175682092231577,51
10,30,2020-04-07 06:00:00,"buildings",18,0.544444444444444,0.353507171442727,0.083322439375076,18
10,30,2020-04-07 06:00:00,"medical",0,NA,NA,NA,18
10,30,2020-04-07 06:00:00,"roads_and_bridges",18,0.544444444444444,0.334703068092974,0.0788902697108281,18
10,30,2020-04-07 06:00:00,"power",18,0.483333333333333,0.327647586861968,0.0772272768365019,18
10,30,2020-04-07 06:00:00,"sewer_and_water",18,0.566666666666667,0.386538180139921,0.0911079227881486,18
10,30,2020-04-07 06:00:00,"shake_intensity",3,0.0333333333333333,0.0577350269189626,0.0333333333333333,18
11,30,2020-04-07 06:00:00,"buildings",11,0.354545454545455,0.367052138976567,0.110670383952969,11
11,30,2020-04-07 06:00:00,"medical",11,0.345454545454545,0.258316226217543,0.0778852726931051,11
11,30,2020-04-07 06:00:00,"roads_and_bridges",11,0.536363636363636,0.374893924391226,0.113034771217233,11
11,30,2020-04-07 06:00:00,"power",11,0.881818181818182,0.271360210119987,0.0818181818181818,11
11,30,2020-04-07 06:00:00,"sewer_and_water",11,0.445454545454545,0.347458303580836,0.104762620297367,11
11,30,2020-04-07 06:00:00,"shake_intensity",4,0.025,0.05,0.025,11
12,30,2020-04-07 06:00:00,"buildings",10,0.62,0.407703596037884,0.128927197372091,10
12,30,2020-04-07 06:00:00,"medical",0,NA,NA,NA,10
12,30,2020-04-07 06:00:00,"roads_and_bridges",10,0.59,0.331494930412049,0.104827901290109,10
12,30,2020-04-07 06:00:00,"power",10,0.41,0.36040101122068,0.113968806648525,10
12,30,2020-04-07 06:00:00,"sewer_and_water",10,0.5,0.294392028877595,0.0930949336251263,10
12,30,2020-04-07 06:00:00,"shake_intensity",1,0,NA,NA,10
13,30,2020-04-07 06:00:00,"buildings",8,0.625,0.436708467646651,0.154399759437266,8
13,30,2020-04-07 06:00:00,"medical",0,NA,NA,NA,8
13,30,2020-04-07 06:00:00,"roads_and_bridges",8,0.525,0.237546987833084,0.083985542973606,8
13,30,2020-04-07 06:00:00,"power",8,0.4,0.338061701891407,0.119522860933439,8
13,30,2020-04-07 06:00:00,"sewer_and_water",8,0.725,0.231455024943138,0.0818317088384971,8
13,30,2020-04-07 06:00:00,"shake_intensity",0,NA,NA,NA,8
14,30,2020-04-07 06:00:00,"buildings",13,0.423076923076923,0.313990037405239,0.0870851676807266,13
14,30,2020-04-07 06:00:00,"medical",1,0.7,NA,NA,13
14,30,2020-04-07 06:00:00,"roads_and_bridges",13,0.323076923076923,0.27127429585153,0.0752379525698524,13
14,30,2020-04-07 06:00:00,"power",13,0.569230769230769,0.259437260831385,0.0719549497456527,13
14,30,2020-04-07 06:00:00,"sewer_and_water",13,0.6,0.324037034920393,0.0898717034272917,13
14,30,2020-04-07 06:00:00,"shake_intensity",1,0.1,NA,NA,13
15,30,2020-04-07 06:00:00,"buildings",59,0.569491525423729,0.337462251931483,0.0439338430760962,59
15,30,2020-04-07 06:00:00,"medical",4,0.5,0.182574185835055,0.0912870929175277,59
15,30,2020-04-07 06:00:00,"roads_and_bridges",59,0.576271186440678,0.345582458372492,0.0449910039095906,59
15,30,2020-04-07 06:00:00,"power",59,0.489830508474576,0.356561604318069,0.0464203669637448,59
15,30,2020-04-07 06:00:00,"sewer_and_water",59,0.566101694915254,0.360846786424571,0.0469782501555448,59
15,30,2020-04-07 06:00:00,"shake_intensity",8,0.0625,0.0517549169506766,0.018298126367785,59
16,30,2020-04-07 06:00:00,"buildings",24,0.554166666666667,0.302136114829158,0.0616732761831985,24
16,30,2020-04-07 06:00:00,"medical",24,0.429166666666667,0.3419625795275,0.0698028192473572,24
16,30,2020-04-07 06:00:00,"roads_and_bridges",24,0.7,0.316227766016838,0.0645497224367903,24
16,30,2020-04-07 06:00:00,"power",24,0.6,0.340076717687412,0.0694178693112238,24
16,30,2020-04-07 06:00:00,"sewer_and_water",24,0.466666666666667,0.330568241546039,0.067476959746408,24
16,30,2020-04-07 06:00:00,"shake_intensity",2,0.05,0.0707106781186548,0.05,24
17,30,2020-04-07 06:00:00,"buildings",10,0.51,0.398469293393829,0.126007054476239,10
17,30,2020-04-07 06:00:00,"medical",0,NA,NA,NA,10
17,30,2020-04-07 06:00:00,"roads_and_bridges",10,0.71,0.321282153600573,0.101598337694188,10
17,30,2020-04-07 06:00:00,"power",10,0.45,0.263523138347365,0.0833333333333333,10
17,30,2020-04-07 06:00:00,"sewer_and_water",10,0.58,0.257336787541584,0.0813770374382247,10
17,30,2020-04-07 06:00:00,"shake_intensity",4,0.075,0.05,0.025,10
18,30,2020-04-07 06:00:00,"buildings",16,0.425,0.3,0.075,16
18,30,2020-04-07 06:00:00,"medical",1,0.1,NA,NA,16
18,30,2020-04-07 06:00:00,"roads_and_bridges",16,0.475,0.306594194335118,0.0766485485837795,16
18,30,2020-04-07 06:00:00,"power",16,0.41875,0.292617497767991,0.0731543744419977,16
18,30,2020-04-07 06:00:00,"sewer_and_water",16,0.58125,0.365547534528685,0.0913868836321712,16
18,30,2020-04-07 06:00:00,"shake_intensity",2,0,0,0,16
19,30,2020-04-07 06:00:00,"buildings",40,0.4825,0.327294660622191,0.0517498296788972,40
19,30,2020-04-07 06:00:00,"medical",1,0.4,NA,NA,40
19,30,2020-04-07 06:00:00,"roads_and_bridges",40,0.6275,0.317835225815564,0.0502541617105566,40
19,30,2020-04-07 06:00:00,"power",40,0.5275,0.341930792217763,0.0540640052776953,40
19,30,2020-04-07 06:00:00,"sewer_and_water",40,0.5375,0.364928865565711,0.0577003199564519,40
19,30,2020-04-07 06:00:00,"shake_intensity",5,0.04,0.0547722557505166,0.0244948974278318,40
1,36,2020-04-07 12:00:00,"buildings",14,0.585714285714286,0.323103086329432,0.0863529321181413,14
1,36,2020-04-07 12:00:00,"medical",14,0.628571428571429,0.302371578407382,0.0808122035641769,14
1,36,2020-04-07 12:00:00,"roads_and_bridges",14,0.571428571428571,0.292018364618949,0.0780451907892954,14
1,36,2020-04-07 12:00:00,"power",14,0.528571428571429,0.307417459662743,0.0821607720550274,14
1,36,2020-04-07 12:00:00,"sewer_and_water",14,0.5,0.316227766016838,0.0845154254728517,14
1,36,2020-04-07 12:00:00,"shake_intensity",4,0.05,0.0577350269189626,0.0288675134594813,14
2,36,2020-04-07 12:00:00,"buildings",59,0.584745762711864,0.351751067602249,0.045794088427479,59
2,36,2020-04-07 12:00:00,"medical",2,0.35,0.494974746830583,0.35,59
2,36,2020-04-07 12:00:00,"roads_and_bridges",59,0.516949152542373,0.338430730636159,0.0440599282639661,59
2,36,2020-04-07 12:00:00,"power",59,0.586440677966102,0.341627760278107,0.0444761460714247,59
2,36,2020-04-07 12:00:00,"sewer_and_water",59,0.647457627118644,0.322359796951828,0.0419676709091581,59
2,36,2020-04-07 12:00:00,"shake_intensity",7,0.0714285714285714,0.0487950036474267,0.0184427778390829,59
3,36,2020-04-07 12:00:00,"buildings",35,0.577142857142857,0.334387688245875,0.0565218354899667,35
3,36,2020-04-07 12:00:00,"medical",35,0.551428571428571,0.305220680599376,0.0515917113679392,35
3,36,2020-04-07 12:00:00,"roads_and_bridges",35,0.517142857142857,0.3807776209793,0.0643631652952116,35
3,36,2020-04-07 12:00:00,"power",35,0.568571428571429,0.357089071580211,0.0603590696326142,35
3,36,2020-04-07 12:00:00,"sewer_and_water",35,0.505714285714286,0.279645634101927,0.0472687394954995,35
3,36,2020-04-07 12:00:00,"shake_intensity",9,0.0444444444444444,0.052704627669473,0.0175682092231577,35
4,36,2020-04-07 12:00:00,"buildings",9,0.6,0.390512483795333,0.130170827931778,9
4,36,2020-04-07 12:00:00,"medical",0,NA,NA,NA,9
4,36,2020-04-07 12:00:00,"roads_and_bridges",9,0.411111111111111,0.404488703317053,0.134829567772351,9
4,36,2020-04-07 12:00:00,"power",9,0.666666666666667,0.374165738677394,0.124721912892465,9
4,36,2020-04-07 12:00:00,"sewer_and_water",9,0.533333333333333,0.287228132326901,0.0957427107756338,9
4,36,2020-04-07 12:00:00,"shake_intensity",0,NA,NA,NA,9
5,36,2020-04-07 12:00:00,"buildings",23,0.517391304347826,0.336630595910067,0.0701923314598715,23
5,36,2020-04-07 12:00:00,"medical",23,0.530434782608696,0.313969863360824,0.065467242090262,23
5,36,2020-04-07 12:00:00,"roads_and_bridges",23,0.417391304347826,0.353748978685379,0.0737617610138704,23
5,36,2020-04-07 12:00:00,"power",23,0.482608695652174,0.383349086002733,0.0799338100471749,23
5,36,2020-04-07 12:00:00,"sewer_and_water",23,0.447826086956522,0.276125079064792,0.0575760590676585,23
5,36,2020-04-07 12:00:00,"shake_intensity",4,0.075,0.05,0.025,23
6,36,2020-04-07 12:00:00,"buildings",61,0.539344262295082,0.325719044845191,0.0417040502367012,61
6,36,2020-04-07 12:00:00,"medical",61,0.501639344262295,0.297484903414548,0.0380890388603376,61
6,36,2020-04-07 12:00:00,"roads_and_bridges",61,0.613114754098361,0.292389813910623,0.0374366794972762,61
6,36,2020-04-07 12:00:00,"power",61,0.580327868852459,0.345841809758521,0.0442805062718272,61
6,36,2020-04-07 12:00:00,"sewer_and_water",61,0.573770491803279,0.323471605834918,0.0414162951579865,61
6,36,2020-04-07 12:00:00,"shake_intensity",14,0.0785714285714286,0.042581531362632,0.0113803929545099,61
8,36,2020-04-07 12:00:00,"buildings",58,0.467241379310345,0.328413480840943,0.043122802672269,58
8,36,2020-04-07 12:00:00,"medical",0,NA,NA,NA,58
8,36,2020-04-07 12:00:00,"roads_and_bridges",58,0.510344827586207,0.334920600788345,0.0439772293807527,58
8,36,2020-04-07 12:00:00,"power",58,0.56551724137931,0.324741043466259,0.0426405880206986,58
8,36,2020-04-07 12:00:00,"sewer_and_water",58,0.556896551724138,0.334093205277303,0.0438685870276337,58
8,36,2020-04-07 12:00:00,"shake_intensity",12,0.05,0.0522232967867094,0.0150755672288882,58
9,36,2020-04-07 12:00:00,"buildings",59,0.577966101694915,0.329611995832388,0.0429118267836345,59
9,36,2020-04-07 12:00:00,"medical",59,0.532203389830509,0.309861302657919,0.040340505548134,59
9,36,2020-04-07 12:00:00,"roads_and_bridges",59,0.540677966101695,0.351410283869987,0.0457497221644958,59
9,36,2020-04-07 12:00:00,"power",59,0.544067796610169,0.346047229405964,0.0450515119442938,59
9,36,2020-04-07 12:00:00,"sewer_and_water",59,0.538983050847458,0.326431568132266,0.0424977703649024,59
9,36,2020-04-07 12:00:00,"shake_intensity",9,0.0222222222222222,0.0440958551844098,0.0146986183948033,59
10,36,2020-04-07 12:00:00,"buildings",12,0.408333333333333,0.323217723786455,0.0933049199174839,12
10,36,2020-04-07 12:00:00,"medical",0,NA,NA,NA,12
10,36,2020-04-07 12:00:00,"roads_and_bridges",12,0.666666666666667,0.386906926400872,0.111690409054437,12
10,36,2020-04-07 12:00:00,"power",12,0.475,0.341454109787698,0.0985693111009157,12
10,36,2020-04-07 12:00:00,"sewer_and_water",12,0.35,0.370503343132997,0.106955102446746,12
10,36,2020-04-07 12:00:00,"shake_intensity",2,0.1,0,0,12
11,36,2020-04-07 12:00:00,"buildings",14,0.521428571428571,0.309288442492345,0.0826608132496636,14
11,36,2020-04-07 12:00:00,"medical",14,0.55,0.418330013267038,0.111803398874989,14
11,36,2020-04-07 12:00:00,"roads_and_bridges",14,0.514285714285714,0.323103086329432,0.0863529321181413,14
11,36,2020-04-07 12:00:00,"power",14,0.642857142857143,0.282064601750095,0.0753849357632637,14
11,36,2020-04-07 12:00:00,"sewer_and_water",14,0.492857142857143,0.333891474110251,0.0892362500346758,14
11,36,2020-04-07 12:00:00,"shake_intensity",4,0.05,0.0577350269189626,0.0288675134594813,14
12,36,2020-04-07 12:00:00,"buildings",16,0.63125,0.298258836136221,0.0745647090340553,16
12,36,2020-04-07 12:00:00,"medical",0,NA,NA,NA,16
12,36,2020-04-07 12:00:00,"roads_and_bridges",16,0.4375,0.382753184180093,0.0956882960450232,16
12,36,2020-04-07 12:00:00,"power",16,0.675,0.358701361395056,0.089675340348764,16
12,36,2020-04-07 12:00:00,"sewer_and_water",16,0.63125,0.27741365022892,0.0693534125572299,16
12,36,2020-04-07 12:00:00,"shake_intensity",2,0,0,0,16
13,36,2020-04-07 12:00:00,"buildings",18,0.538888888888889,0.344944818926992,0.0813042735328139,18
13,36,2020-04-07 12:00:00,"medical",1,0.2,NA,NA,18
13,36,2020-04-07 12:00:00,"roads_and_bridges",18,0.472222222222222,0.399713950006833,0.0942134815282309,18
13,36,2020-04-07 12:00:00,"power",18,0.638888888888889,0.316486016583372,0.0745964694922735,18
13,36,2020-04-07 12:00:00,"sewer_and_water",18,0.55,0.29355829163598,0.0691923528964466,18
13,36,2020-04-07 12:00:00,"shake_intensity",6,0.0333333333333333,0.0516397779494322,0.0210818510677892,18
14,36,2020-04-07 12:00:00,"buildings",25,0.412,0.277368587502863,0.0554737175005726,25
14,36,2020-04-07 12:00:00,"medical",1,0.4,NA,NA,25
14,36,2020-04-07 12:00:00,"roads_and_bridges",25,0.64,0.281365716935569,0.0562731433871138,25
14,36,2020-04-07 12:00:00,"power",25,0.452,0.30155154341063,0.0603103086821261,25
14,36,2020-04-07 12:00:00,"sewer_and_water",25,0.556,0.368646171823335,0.073729234364667,25
14,36,2020-04-07 12:00:00,"shake_intensity",2,0.05,0.0707106781186548,0.05,25
15,36,2020-04-07 12:00:00,"buildings",55,0.52,0.350343746541509,0.0472403411466284,55
15,36,2020-04-07 12:00:00,"medical",0,NA,NA,NA,55
15,36,2020-04-07 12:00:00,"roads_and_bridges",55,0.569090909090909,0.349005320596569,0.0470598678290293,55
15,36,2020-04-07 12:00:00,"power",55,0.56,0.3112698007981,0.041971611377408,55
15,36,2020-04-07 12:00:00,"sewer_and_water",55,0.534545454545455,0.332341960112139,0.0448129807596737,55
15,36,2020-04-07 12:00:00,"shake_intensity",7,0.0714285714285714,0.0487950036474267,0.0184427778390829,55
16,36,2020-04-07 12:00:00,"buildings",30,0.506666666666667,0.351286633464148,0.0641358710994543,30
16,36,2020-04-07 12:00:00,"medical",30,0.67,0.329210130987531,0.0601052716337005,30
16,36,2020-04-07 12:00:00,"roads_and_bridges",30,0.476666666666667,0.350057466546648,0.0639114569502364,30
16,36,2020-04-07 12:00:00,"power",30,0.516666666666667,0.319572271609427,0.0583456473045503,30
16,36,2020-04-07 12:00:00,"sewer_and_water",30,0.54,0.378381307404453,0.0690826591345719,30
16,36,2020-04-07 12:00:00,"shake_intensity",2,0,0,0,30
17,36,2020-04-07 12:00:00,"buildings",16,0.60625,0.345386257205852,0.0863465643014629,16
17,36,2020-04-07 12:00:00,"medical",1,0.2,NA,NA,16
17,36,2020-04-07 12:00:00,"roads_and_bridges",16,0.5875,0.391365132154957,0.0978412830387392,16
17,36,2020-04-07 12:00:00,"power",16,0.56875,0.359107690440254,0.0897769226100635,16
17,36,2020-04-07 12:00:00,"sewer_and_water",16,0.4625,0.322231800623919,0.0805579501559798,16
17,36,2020-04-07 12:00:00,"shake_intensity",0,NA,NA,NA,16
18,36,2020-04-07 12:00:00,"buildings",16,0.51875,0.305982025615885,0.0764955064039712,16
18,36,2020-04-07 12:00:00,"medical",0,NA,NA,NA,16
18,36,2020-04-07 12:00:00,"roads_and_bridges",16,0.4375,0.348090026669347,0.0870225066673367,16
18,36,2020-04-07 12:00:00,"power",16,0.41875,0.344903368109581,0.0862258420273953,16
18,36,2020-04-07 12:00:00,"sewer_and_water",16,0.48125,0.354436171968946,0.0886090429922364,16
18,36,2020-04-07 12:00:00,"shake_intensity",4,0.075,0.05,0.025,16
19,36,2020-04-07 12:00:00,"buildings",23,0.665217391304348,0.277339135441486,0.0578292073216771,23
19,36,2020-04-07 12:00:00,"medical",0,NA,NA,NA,23
19,36,2020-04-07 12:00:00,"roads_and_bridges",23,0.504347826086956,0.377164373220586,0.0786442082852944,23
19,36,2020-04-07 12:00:00,"power",23,0.591304347826087,0.308829231244625,0.0643953461966699,23
19,36,2020-04-07 12:00:00,"sewer_and_water",23,0.6,0.370503343132997,0.0772552874995642,23
19,36,2020-04-07 12:00:00,"shake_intensity",5,0.08,0.0447213595499958,0.02,23
1,42,2020-04-07 18:00:00,"buildings",19,0.505263157894737,0.367383668980969,0.0842835940313285,19
1,42,2020-04-07 18:00:00,"medical",19,0.605263157894737,0.376347481591926,0.0863400336797493,19
1,42,2020-04-07 18:00:00,"roads_and_bridges",19,0.473684210526316,0.372442546297275,0.08544418008341,19
1,42,2020-04-07 18:00:00,"power",19,0.621052631578947,0.263689521488227,0.0604945250861988,19
1,42,2020-04-07 18:00:00,"sewer_and_water",19,0.478947368421053,0.310159362923896,0.0711554378620114,19
1,42,2020-04-07 18:00:00,"shake_intensity",4,0.05,0.0577350269189626,0.0288675134594813,19
2,42,2020-04-07 18:00:00,"buildings",56,0.475,0.323194284377904,0.0431886529109179,56
2,42,2020-04-07 18:00:00,"medical",1,0.9,NA,NA,56
2,42,2020-04-07 18:00:00,"roads_and_bridges",56,0.441071428571429,0.328510016847023,0.0438989975416034,56
2,42,2020-04-07 18:00:00,"power",56,0.533928571428571,0.321517303769761,0.0429645569509202,56
2,42,2020-04-07 18:00:00,"sewer_and_water",56,0.473214285714286,0.312462984820789,0.0417546226874336,56
2,42,2020-04-07 18:00:00,"shake_intensity",11,0.0636363636363636,0.0504524979109513,0.0152120004824377,56
3,42,2020-04-07 18:00:00,"buildings",53,0.515094339622642,0.357553775630106,0.0491137882625343,53
3,42,2020-04-07 18:00:00,"medical",53,0.615094339622641,0.323083834330666,0.0443789776863652,53
3,42,2020-04-07 18:00:00,"roads_and_bridges",53,0.481132075471698,0.36745308636906,0.0504735631683405,53
3,42,2020-04-07 18:00:00,"power",53,0.522641509433962,0.334917618707578,0.0460044729820249,53
3,42,2020-04-07 18:00:00,"sewer_and_water",53,0.569811320754717,0.323790593332966,0.0444760585014969,53
3,42,2020-04-07 18:00:00,"shake_intensity",11,0.0636363636363636,0.0504524979109513,0.0152120004824377,53
4,42,2020-04-07 18:00:00,"buildings",17,0.411764705882353,0.280362160742976,0.0679978118923347,17
4,42,2020-04-07 18:00:00,"medical",0,NA,NA,NA,17
4,42,2020-04-07 18:00:00,"roads_and_bridges",17,0.529411764705882,0.383674187759538,0.0930546589385669,17
4,42,2020-04-07 18:00:00,"power",17,0.670588235294118,0.338682568717289,0.0821425884927585,17
4,42,2020-04-07 18:00:00,"sewer_and_water",17,0.676470588235294,0.292680311442164,0.0709854022714539,17
4,42,2020-04-07 18:00:00,"shake_intensity",4,0.05,0.0577350269189626,0.0288675134594813,17
5,42,2020-04-07 18:00:00,"buildings",28,0.382142857142857,0.317459325395275,0.059994173312445,28
5,42,2020-04-07 18:00:00,"medical",28,0.535714285714286,0.339077491104239,0.0640796226172522,28
5,42,2020-04-07 18:00:00,"roads_and_bridges",28,0.632142857142857,0.341080604602459,0.0644581754861185,28
5,42,2020-04-07 18:00:00,"power",28,0.614285714285714,0.354562104171167,0.067005939426049,28
5,42,2020-04-07 18:00:00,"sewer_and_water",28,0.539285714285714,0.288468864375838,0.054515491151692,28
5,42,2020-04-07 18:00:00,"shake_intensity",4,0.025,0.05,0.025,28
